"""""",BEAT,Bias,Bias Category (Sheet1),BIAS TYPE (NEW),Category,Conditional Formatting,Definition,GO Number,Incident Date,Incomplete Month Marker,Incomplete Qtr,Map ,Mcpp,Neighborho,PCT,PCT Full,Precinct,PRECINCT,precinct (PCT MAP.shp),Sheet,Specific Bias Type,Table Name,2012,2013,2014,2015,2016,2017,2018,Geometry,Geometry (PCT MAP.shp),Number of Records,Placeholder,St Area Sh,st area sh (PCT MAP.shp),St Length,st length  (PCT MAP.shp)
,D1,Anti-Jewish,CRIME WITH BIAS ELEMENTS,Religion,CRIME WITH BIAS ELEMENTS,B,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2019-358296,9/25/2019,Incomplete Month,Complete Quarters,MCPP Map,BELLTOWN,BELLTOWN,WEST,WEST,W,WEST,W,2019,Anti-Jewish,2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,13262023.28,390396335.5,17851.41917,115256.614
,D1,Anti-Jewish,CRIME WITH BIAS ELEMENTS,Religion,CRIME WITH BIAS ELEMENTS,B,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2019-449020,11/15/2019,Incomplete Month,Complete Quarters,MCPP Map,BELLTOWN,BELLTOWN,WEST,WEST,W,WEST,W,2019,Anti-Jewish,2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,13262023.28,390396335.5,17851.41917,115256.614
,Q1,Anti-Jewish,CRIME WITH BIAS ELEMENTS,Religion,CRIME WITH BIAS ELEMENTS,B,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2019-310211,8/20/2019,Incomplete Month,Complete Quarters,MCPP Map,MAGNOLIA,MAGNOLIA,WEST,WEST,W,WEST,W,2019,Anti-Jewish,2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,180449287.4,390396335.5,58792.06851,115256.614
,Q3,Anti-Jewish,CRIME WITH BIAS ELEMENTS,Religion,CRIME WITH BIAS ELEMENTS,B,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2019-368118,10/2/2019,Incomplete Month,Complete Quarters,MCPP Map,QUEEN ANNE,QUEEN ANNE,WEST,WEST,W,WEST,W,2019,Anti-Jewish,2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,105096226.9,390396335.5,46622.57468,115256.614
,D3,Anti-Gay (Male),CRIME WITH BIAS ELEMENTS,Sexual Orientation,CRIME WITH BIAS ELEMENTS,B,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2019-288188,8/4/2019,Incomplete Month,Complete Quarters,MCPP Map,SLU/CASCADE,SLU/CASCADE,WEST,WEST,W,WEST,W,2019,Anti-Gay (Male),2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,31657305.5,390396335.5,29369.50227,115256.614
,K1,Anti-Gay (Male),CRIME WITH BIAS ELEMENTS,Sexual Orientation,CRIME WITH BIAS ELEMENTS,B,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2019-239797,7/1/2019,Incomplete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2019,Anti-Gay (Male),2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,K1,Gay,CRIME WITH BIAS ELEMENTS,Sexual Orientation,CRIME WITH BIAS ELEMENTS,B,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2019-171088,5/12/2019,Incomplete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2019,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,K3,Gay,CRIME WITH BIAS ELEMENTS,Sexual Orientation,CRIME WITH BIAS ELEMENTS,B,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2019-408131,11/2/2019,Incomplete Month,Complete Quarters,MCPP Map,PIONEER SQUARE,PIONEER SQUARE,WEST,WEST,W,WEST,W,2019,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,17196131.8,390396335.5,19578.62606,115256.614
,M1,Anti-Gay (Male),CRIME WITH BIAS ELEMENTS,Sexual Orientation,CRIME WITH BIAS ELEMENTS,B,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2019-344722,9/14/2019,Incomplete Month,Complete Quarters,MCPP Map,BELLTOWN,BELLTOWN,WEST,WEST,W,WEST,W,2019,Anti-Gay (Male),2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,13262023.28,390396335.5,17851.41917,115256.614
,M1,Gay,CRIME WITH BIAS ELEMENTS,Sexual Orientation,CRIME WITH BIAS ELEMENTS,B,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2019-197450,5/31/2019,Incomplete Month,Complete Quarters,MCPP Map,BELLTOWN,BELLTOWN,WEST,WEST,W,WEST,W,2019,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,13262023.28,390396335.5,17851.41917,115256.614
,M1,Anti-Gay (Male),CRIME WITH BIAS ELEMENTS,Sexual Orientation,CRIME WITH BIAS ELEMENTS,B,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2019-290212,8/6/2019,Incomplete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2019,Anti-Gay (Male),2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,M1,Anti-Gay (Male),CRIME WITH BIAS ELEMENTS,Sexual Orientation,CRIME WITH BIAS ELEMENTS,B,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2019-390536,10/19/2019,Incomplete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2019,Anti-Gay (Male),2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,M1,Anti-Lesbian (Female),CRIME WITH BIAS ELEMENTS,Sexual Orientation,CRIME WITH BIAS ELEMENTS,B,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2019-303522,8/15/2019,Incomplete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2019,Anti-Lesbian,2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,M2,Anti-Gay (Male),CRIME WITH BIAS ELEMENTS,Sexual Orientation,CRIME WITH BIAS ELEMENTS,B,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2019-330534,9/4/2019,Incomplete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2019,Anti-Gay (Male),2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,M2,Anti-Lesbian (Female),CRIME WITH BIAS ELEMENTS,Sexual Orientation,CRIME WITH BIAS ELEMENTS,B,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2019-258935,7/15/2019,Incomplete Month,Complete Quarters,MCPP Map,SLU/CASCADE,SLU/CASCADE,WEST,WEST,W,WEST,W,2019,Anti-Lesbian,2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,31657305.5,390396335.5,29369.50227,115256.614
,M2,Gay/Lesbian,CRIME WITH BIAS ELEMENTS,Sexual Orientation,CRIME WITH BIAS ELEMENTS,B,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2019-64778,2/21/2019,Incomplete Month,Complete Quarters,MCPP Map,SLU/CASCADE,SLU/CASCADE,WEST,WEST,W,WEST,W,2019,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,31657305.5,390396335.5,29369.50227,115256.614
,M3,Anti-Gay (Male),CRIME WITH BIAS ELEMENTS,Sexual Orientation,CRIME WITH BIAS ELEMENTS,B,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2019-245422,7/5/2019,Incomplete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2019,Anti-Gay (Male),2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,M3,Gay/Lesbian,CRIME WITH BIAS ELEMENTS,Sexual Orientation,CRIME WITH BIAS ELEMENTS,B,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2019-60799,2/18/2019,Incomplete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2019,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2019,0,0,0,0,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,D1,Anti-Transgender,CRIME WITH BIAS ELEMENTS,Gender Identity,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-095070,3/16/2020,Complete Month,Complete Quarters,MCPP Map,BELLTOWN,BELLTOWN,WEST,WEST,W,WEST,W,2020,Anti-Transgender,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,13262023.28,390396335.5,17851.41917,115256.614
,K1,Anti-Transgender,CRIME WITH BIAS ELEMENTS,Gender Identity,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-108211,3/30/2020,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2020,Anti-Transgender,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,M2,Anti-Transgender,CRIME WITH BIAS ELEMENTS,Gender Identity,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-002572,1/3/2020,Complete Month,Complete Quarters,MCPP Map,SLU/CASCADE,SLU/CASCADE,WEST,WEST,W,WEST,W,2020,Anti-Transgender,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,31657305.5,390396335.5,29369.50227,115256.614
,K2,"Anti-Black Or African American, transgender",CRIME WITH BIAS ELEMENTS,Multiple Categories,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-080030,3/3/2020,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2020,Anti-Black Or African American + Anti-Transgender,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,Q2,"Anti-Black Or African American, Gay",CRIME WITH BIAS ELEMENTS,Multiple Categories,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-062260,2/18/2020,Complete Month,Complete Quarters,MCPP Map,QUEEN ANNE,QUEEN ANNE,WEST,WEST,W,WEST,W,2020,"Anti-Black Or African American + Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,105096226.9,390396335.5,46622.57468,115256.614
,D1,Anti-Black Or African American,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-045360,2/5/2020,Complete Month,Complete Quarters,MCPP Map,BELLTOWN,BELLTOWN,WEST,WEST,W,WEST,W,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,13262023.28,390396335.5,17851.41917,115256.614
,D1,Anti-Black Or African American,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-074935,2/28/2020,Complete Month,Complete Quarters,MCPP Map,BELLTOWN,BELLTOWN,WEST,WEST,W,WEST,W,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,13262023.28,390396335.5,17851.41917,115256.614
,D1,Anti-Black Or African American,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-086020,3/9/2020,Complete Month,Complete Quarters,MCPP Map,BELLTOWN,BELLTOWN,WEST,WEST,W,WEST,W,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,13262023.28,390396335.5,17851.41917,115256.614
,D1,Anti-Black Or African American,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-086061,3/9/2020,Complete Month,Complete Quarters,MCPP Map,BELLTOWN,BELLTOWN,WEST,WEST,W,WEST,W,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,13262023.28,390396335.5,17851.41917,115256.614
,D1,White,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-122696,4/12/2020,Complete Month,Complete Quarters,MCPP Map,BELLTOWN,BELLTOWN,WEST,WEST,W,WEST,W,2020,Anti-White,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,13262023.28,390396335.5,17851.41917,115256.614
,D1,Anti-Black Or African American,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-043376,2/4/2020,Complete Month,Complete Quarters,MCPP Map,SLU/CASCADE,SLU/CASCADE,WEST,WEST,W,WEST,W,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,31657305.5,390396335.5,29369.50227,115256.614
,D2,Anti-Black Or African American,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-012661,1/11/2020,Complete Month,Complete Quarters,MCPP Map,SLU/CASCADE,SLU/CASCADE,WEST,WEST,W,WEST,W,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,31657305.5,390396335.5,29369.50227,115256.614
,D2,Black,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-047755,2/7/2020,Complete Month,Complete Quarters,MCPP Map,SLU/CASCADE,SLU/CASCADE,WEST,WEST,W,WEST,W,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,31657305.5,390396335.5,29369.50227,115256.614
,D2,Anti-Other Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-069987,2/25/2020,Complete Month,Complete Quarters,MCPP Map,SLU/CASCADE,SLU/CASCADE,WEST,WEST,W,WEST,W,2020,Anti-Other Race/Ethnicity/Ancestry,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,31657305.5,390396335.5,29369.50227,115256.614
,D3,Anti-Black Or African American,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-075134,2/28/2020,Complete Month,Complete Quarters,MCPP Map,SLU/CASCADE,SLU/CASCADE,WEST,WEST,W,WEST,W,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,31657305.5,390396335.5,29369.50227,115256.614
,D3,Black,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-079304,3/3/2020,Complete Month,Complete Quarters,MCPP Map,SLU/CASCADE,SLU/CASCADE,WEST,WEST,W,WEST,W,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,31657305.5,390396335.5,29369.50227,115256.614
,K1,Anti-Black Or African American,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-132258,4/20/2020,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,K1,Anti-Other Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-059395,2/16/2020,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2020,Anti-Other Race/Ethnicity/Ancestry,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,K2,Anti-Black Or African American,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-109975,3/31/2020,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,K3,Anti-Black Or African American,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-013053,1/11/2020,Complete Month,Complete Quarters,MCPP Map,CHINATOWN/INTERNATIONAL DISTRICT,CHINATOWN/INTERNATIONAL DISTRICT,WEST,WEST,W,WEST,W,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,10421785.37,390396335.5,15234.18211,115256.614
,K3,Anti-Black Or African American,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-114939,4/5/2020,Complete Month,Complete Quarters,MCPP Map,CHINATOWN/INTERNATIONAL DISTRICT,CHINATOWN/INTERNATIONAL DISTRICT,WEST,WEST,W,WEST,W,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,10421785.37,390396335.5,15234.18211,115256.614
,K3,Anti-Black Or African American,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-106784,3/28/2020,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,K3,Anti-Black Or African American,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-102129,3/24/2020,Complete Month,Complete Quarters,MCPP Map,PIONEER SQUARE,PIONEER SQUARE,WEST,WEST,W,WEST,W,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,17196131.8,390396335.5,19578.62606,115256.614
,M1,Anti-Black Or African American,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-077332,3/1/2020,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,M2,Anti-Black Or African American,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-132188,4/20/2020,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,Q3,Anti-Black Or African American,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-056161,2/13/2020,Complete Month,Complete Quarters,MCPP Map,QUEEN ANNE,QUEEN ANNE,WEST,WEST,W,WEST,W,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,105096226.9,390396335.5,46622.57468,115256.614
,Q3,Black,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-110870,4/1/2020,Complete Month,Complete Quarters,MCPP Map,QUEEN ANNE,QUEEN ANNE,WEST,WEST,W,WEST,W,2020,Anti-Black Or African American,2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,105096226.9,390396335.5,46622.57468,115256.614
,K3,Anti-Islamic (Muslim),CRIME WITH BIAS ELEMENTS,Religion,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-071262,2/25/2020,Complete Month,Complete Quarters,MCPP Map,PIONEER SQUARE,PIONEER SQUARE,WEST,WEST,W,WEST,W,2020,Anti-Islamic (Muslim),2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,17196131.8,390396335.5,19578.62606,115256.614
,D1,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",CRIME WITH BIAS ELEMENTS,Sexual Orientation,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-134892,4/23/2020,Complete Month,Complete Quarters,MCPP Map,BELLTOWN,BELLTOWN,WEST,WEST,W,WEST,W,2020,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,13262023.28,390396335.5,17851.41917,115256.614
,D2,Anti-Gay (Male),CRIME WITH BIAS ELEMENTS,Sexual Orientation,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2020-016818,1/14/2020,Complete Month,Complete Quarters,MCPP Map,SLU/CASCADE,SLU/CASCADE,WEST,WEST,W,WEST,W,2020,Anti-Gay (Male),2020,0,0,0,0,0,0,0,Polygon,Polygon,1,0,31657305.5,390396335.5,29369.50227,115256.614
